Tevin,Tevout,Psuc,Pdes,Vazao,DeltaP,Cap,Pot,Deltad,COP
4.05,-1.17,2.60,11.66,172.79,9.20,37.10,195.52,-0.04,5.33
4.18,-0.90,2.51,11.60,171.44,9.00,37.10,194.57,0.01,5.16
4.27,-0.64,2.63,11.66,195.05,9.10,37.10,195.42,-0.10,5.65
4.29,-0.64,2.76,11.70,217.05,9.00,37.10,197.66,-0.14,6.24
4.29,-0.70,2.73,11.74,217.33,8.90,37.10,198.48,-0.23,6.30
4.28,-0.70,2.75,11.85,218.21,9.00,37.10,198.46,-0.30,6.31
4.25,-0.75,2.75,11.90,218.58,9.10,37.10,199.86,-0.33,6.30
4.20,-0.85,2.74,11.90,216.61,9.20,37.10,199.74,-0.34,6.31
4.12,-1.03,2.77,11.85,218.22,9.20,37.10,198.66,-0.33,6.53
4.07,-1.24,2.76,11.80,218.61,9.00,37.10,197.64,-0.30,6.77
4.04,-1.43,2.65,11.80,215.67,9.00,37.10,198.53,-0.28,6.85
4.01,-1.50,2.59,11.80,195.97,9.20,37.10,197.64,-0.29,6.30
4.09,-1.34,2.53,11.89,170.88,9.20,37.10,199.08,-0.34,5.37
4.21,-1.09,2.51,11.90,170.05,9.30,37.10,198.98,-0.38,5.22
4.30,-1.00,2.66,11.90,214.85,9.30,37.10,198.80,-0.45,6.60
4.41,-0.91,2.64,11.90,217.25,9.30,37.10,199.88,-0.45,6.66
4.54,-0.84,2.64,11.90,215.86,9.30,37.10,201.40,-0.48,6.64
4.67,-0.73,2.68,11.90,217.21,9.30,37.10,199.59,-0.46,6.77
4.77,-0.70,2.70,11.90,216.80,9.20,37.10,200.24,-0.44,6.83
4.86,-0.70,2.67,11.90,217.84,9.30,37.10,200.88,-0.42,6.96
4.96,-0.70,2.68,11.90,217.14,9.20,37.10,198.94,-0.44,7.12
5.08,-0.70,2.66,11.90,218.11,9.30,37.10,198.96,-0.43,7.30
5.25,-0.61,2.68,11.90,218.09,9.20,37.10,199.02,-0.44,7.40
5.46,-0.45,2.65,11.90,217.80,9.30,37.10,198.96,-0.45,7.46
5.68,-0.31,2.76,11.83,217.00,9.20,37.10,198.28,-0.42,7.55
5.83,-0.46,2.95,11.68,218.15,8.90,37.10,196.39,-0.29,8.06
5.82,-1.02,3.00,11.61,218.12,8.60,37.10,194.24,-0.22,8.84
5.68,-1.55,2.67,11.82,188.86,8.70,50.57,241.86,-0.40,6.52
5.78,-1.28,2.31,11.99,172.37,9.50,64.70,290.80,-0.58,4.83
6.00,-0.94,2.43,12.00,170.93,9.60,64.70,292.92,-0.63,4.67
6.18,-0.62,2.55,11.92,189.80,9.70,64.70,290.66,-0.57,5.12
6.28,-0.68,2.70,11.79,217.89,9.40,64.70,289.18,-0.43,6.04
6.12,-1.17,2.77,11.70,213.76,8.80,64.70,287.20,-0.31,6.25
6.01,-1.30,2.52,11.70,179.37,9.10,64.70,286.80,-0.30,5.27
5.94,-1.47,2.61,11.70,180.46,9.10,64.70,286.86,-0.28,5.38
5.87,-1.57,2.48,11.70,171.57,9.20,64.70,287.18,-0.29,5.12
5.85,-1.54,2.52,11.70,173.25,9.30,64.70,286.96,-0.30,5.14
5.83,-1.60,2.45,11.70,173.17,9.20,64.70,287.76,-0.33,5.16
5.84,-1.59,2.50,11.70,170.62,9.20,64.70,285.60,-0.36,5.12
5.86,-1.50,2.45,11.70,171.68,9.40,64.70,286.76,-0.39,5.08
5.88,-1.50,2.52,11.70,172.26,9.20,64.70,286.32,-0.43,5.12
5.91,-1.44,2.43,11.70,170.36,9.20,64.70,285.68,-0.44,5.05
5.93,-1.46,2.54,11.70,172.55,9.10,64.70,289.32,-0.45,5.08
5.94,-1.38,2.45,11.70,172.23,9.10,64.70,286.76,-0.44,5.06
5.94,-1.39,2.54,11.73,170.41,9.20,64.70,288.24,-0.45,4.99
5.93,-1.30,2.48,11.77,172.87,9.30,64.70,286.96,-0.47,5.02
5.91,-1.34,2.55,11.80,171.82,9.30,64.70,288.38,-0.50,4.98
5.91,-1.33,2.45,11.80,171.85,9.30,64.70,288.42,-0.53,4.97
5.89,-1.30,2.56,11.80,172.08,9.40,64.70,290.22,-0.57,4.91
5.84,-1.36,2.52,11.81,172.02,9.30,64.70,288.18,-0.60,4.96
5.80,-1.39,2.52,11.89,172.83,9.40,64.70,291.02,-0.63,4.92
5.78,-1.32,2.48,11.92,173.22,9.30,64.70,291.38,-0.69,4.87
5.76,-1.36,2.54,12.00,171.84,9.40,64.70,292.37,-0.74,4.82
5.71,-1.34,2.53,12.00,172.94,9.50,64.70,291.62,-0.80,4.82
5.63,-1.48,2.58,12.07,172.23,9.40,64.70,294.39,-0.85,4.79
5.51,-1.52,2.47,12.12,172.25,9.50,64.70,293.70,-0.88,4.75
5.41,-1.63,2.53,12.21,173.94,9.70,64.70,297.48,-0.94,4.74
5.38,-1.62,2.38,12.30,172.49,9.80,64.70,297.90,-1.05,4.67
5.37,-1.54,2.46,12.39,172.26,9.80,64.70,300.64,-1.14,4.56
5.37,-1.40,2.40,12.45,173.40,10.10,64.70,299.54,-1.22,4.51
5.41,-1.19,2.39,12.54,172.84,10.10,64.70,301.92,-1.30,4.36
5.53,-0.87,2.39,12.60,171.39,10.10,64.70,305.48,-1.36,4.14
5.63,-0.60,2.53,12.67,195.62,10.30,64.70,305.12,-1.42,4.61
5.68,-0.52,2.51,12.68,218.11,10.10,64.70,306.76,-1.41,5.08
5.75,-0.48,2.64,12.69,218.46,10.10,64.70,307.20,-1.44,5.11
5.86,-0.31,2.54,12.66,219.88,10.10,64.70,304.56,-1.43,5.13
5.94,-0.21,2.65,12.70,217.55,10.10,64.70,308.63,-1.39,5.00
5.85,-0.37,2.71,12.68,219.40,10.00,64.70,307.80,-1.41,5.11
5.88,-0.12,2.47,12.60,179.47,10.00,64.70,304.68,-1.37,4.07
6.00,0.48,2.46,12.60,173.03,10.20,64.70,304.94,-1.33,3.62
6.06,0.98,2.70,12.55,185.36,10.20,57.18,279.84,-1.28,3.88
6.02,1.00,2.97,12.43,219.45,9.60,39.50,216.43,-1.21,5.87
5.97,0.92,3.00,12.50,219.15,9.60,39.50,216.78,-1.25,5.88
5.91,0.85,3.05,12.47,220.27,9.40,39.50,217.30,-1.22,5.92
5.86,0.79,2.93,12.40,218.84,9.40,39.50,216.50,-1.17,5.92
5.82,0.70,2.98,12.40,219.35,9.50,39.50,215.88,-1.14,5.99
5.78,0.63,2.95,12.40,220.59,9.40,39.50,215.80,-1.11,6.06
5.73,0.52,2.98,12.39,219.82,9.40,39.50,216.02,-1.10,6.11
5.62,0.28,3.01,12.34,219.64,9.30,39.50,214.10,-1.10,6.32
5.52,0.05,2.89,12.24,221.19,9.40,39.50,213.16,-1.02,6.54
5.59,0.24,2.65,12.20,176.96,9.40,39.50,212.94,-1.00,5.12
5.70,0.53,2.78,12.25,174.59,9.50,39.50,213.22,-1.05,4.88
5.73,0.70,2.89,12.30,200.72,9.60,39.50,214.84,-1.04,5.42
5.70,0.70,2.93,12.30,219.93,9.40,39.50,213.90,-1.03,5.93
5.65,0.68,2.97,12.24,218.87,9.20,39.50,213.46,-1.03,5.88
5.61,0.60,2.95,12.20,218.67,9.20,39.50,212.86,-1.03,5.93
5.57,0.56,2.94,12.20,219.61,9.40,39.50,213.50,-0.96,5.94
5.53,0.50,2.92,12.20,218.12,9.20,39.50,212.68,-0.89,5.94
5.47,0.48,2.94,12.12,218.58,9.20,39.50,210.80,-0.83,5.96
5.42,0.43,2.91,12.03,219.30,9.10,39.50,209.84,-0.73,6.02
5.38,0.40,2.93,11.92,218.42,9.00,39.50,207.78,-0.64,6.03
5.32,0.32,2.91,11.97,219.21,9.10,39.50,208.32,-0.67,6.06
5.25,0.27,2.91,11.93,219.78,9.10,39.50,208.37,-0.65,6.06
5.19,0.20,2.90,11.90,218.84,8.90,39.50,209.66,-0.59,6.01
5.11,0.07,2.90,11.90,219.19,9.10,39.50,208.82,-0.59,6.10
5.02,-0.05,2.89,11.90,218.51,9.00,39.50,207.18,-0.56,6.17
4.93,-0.16,2.90,11.81,219.09,9.10,39.50,205.76,-0.49,6.24
4.85,-0.28,2.87,11.74,219.44,9.00,39.50,205.20,-0.44,6.31
4.74,-0.52,2.90,11.78,219.10,8.80,39.50,205.88,-0.44,6.46
4.57,-0.87,2.89,11.65,218.51,8.90,39.50,204.20,-0.30,6.71
4.39,-1.25,2.77,11.50,219.54,8.70,39.50,201.24,-0.11,7.09
4.34,-1.33,2.58,11.47,180.17,8.80,39.50,200.76,-0.08,5.88
4.36,-1.30,2.61,11.70,172.00,9.10,39.50,203.46,-0.31,5.52
4.39,-1.24,2.57,11.70,173.77,9.10,39.50,204.22,-0.31,5.52
4.48,-1.01,2.55,11.72,171.92,9.30,39.50,204.12,-0.34,5.33
4.57,-0.75,2.59,11.80,176.58,9.20,39.50,205.70,-0.43,5.26
4.63,-0.70,2.67,11.80,218.04,9.10,39.50,206.26,-0.46,6.50
4.67,-0.77,2.69,11.87,218.99,9.20,39.50,207.76,-0.50,6.60
4.75,-0.64,2.58,11.99,180.93,9.20,39.50,208.70,-0.63,5.38
4.86,-0.29,2.63,12.08,173.96,9.50,39.50,210.98,-0.71,4.89
4.90,-0.10,2.75,12.10,198.64,9.50,39.50,212.47,-0.75,5.38
4.87,-0.16,2.88,12.10,218.20,9.30,39.50,211.14,-0.75,5.99
4.87,-0.20,2.79,12.10,219.08,9.30,39.50,211.00,-0.77,6.07
4.84,-0.20,2.81,12.10,217.76,9.30,39.50,213.35,-0.83,5.94
4.83,-0.20,2.79,12.10,218.72,9.30,39.50,210.54,-0.83,6.02
4.80,-0.28,2.84,12.10,218.46,9.30,39.50,211.90,-0.81,6.04
4.78,-0.30,2.75,12.10,217.61,9.30,39.50,211.53,-0.81,6.03
4.77,-0.34,2.81,12.10,218.28,9.20,39.50,210.42,-0.83,6.12
4.76,-0.36,2.76,12.10,218.06,9.30,39.50,211.20,-0.84,6.10
4.76,-0.40,2.80,12.10,217.90,9.40,39.50,212.42,-0.81,6.10
4.77,-0.40,2.74,12.10,218.51,9.40,39.50,212.08,-0.80,6.14
4.73,-0.48,2.88,12.05,218.33,9.30,39.50,210.64,-0.80,6.23
4.56,-0.86,2.93,11.99,218.36,9.10,39.50,209.84,-0.74,6.50
4.36,-1.29,2.80,11.90,217.62,9.10,39.50,208.64,-0.67,6.80
4.28,-1.38,2.48,11.90,184.04,9.30,39.50,206.28,-0.68,5.82
4.41,-1.02,2.48,12.00,149.74,9.50,39.50,209.34,-0.75,4.48
4.53,-0.56,2.50,12.06,160.69,9.70,39.50,210.68,-0.79,4.48
4.55,-0.50,2.74,12.10,214.45,9.30,39.50,207.92,-0.83,6.00
4.53,-0.53,2.78,12.10,218.37,9.30,39.50,210.43,-0.83,6.05
4.54,-0.53,2.71,12.10,217.59,9.30,39.50,210.68,-0.86,6.05
4.54,-0.60,2.75,12.10,216.63,9.40,39.50,210.61,-0.81,6.10
4.53,-0.55,2.73,12.10,218.35,9.30,39.50,210.54,-0.81,6.07
4.52,-0.60,2.74,12.10,217.92,9.30,39.50,211.00,-0.84,6.10
4.52,-0.60,2.71,12.07,217.63,9.30,39.50,211.16,-0.83,6.08
4.51,-0.64,2.76,12.00,218.46,9.10,39.50,209.71,-0.82,6.18
4.50,-0.70,2.73,12.00,218.40,9.20,39.50,209.36,-0.80,6.26
4.48,-0.76,2.76,12.00,217.28,9.20,39.50,209.27,-0.82,6.28
4.44,-0.89,2.74,12.00,218.09,9.40,39.50,208.66,-0.79,6.42
4.40,-1.04,2.69,11.98,217.74,9.40,39.50,208.27,-0.78,6.56
4.38,-1.18,2.71,11.99,217.30,9.30,39.50,208.67,-0.79,6.67
4.35,-1.30,2.61,11.98,203.30,9.30,39.50,208.18,-0.79,6.35
4.44,-1.04,2.49,12.00,172.33,9.50,39.50,208.63,-0.80,5.22
4.57,-0.80,2.61,12.00,173.50,9.40,39.50,209.50,-0.85,5.13
4.62,-0.78,2.73,12.00,217.79,9.20,39.50,208.10,-0.84,6.51
4.66,-0.77,2.70,12.00,216.03,9.20,39.50,208.49,-0.84,6.49
4.73,-0.72,2.71,11.91,218.59,9.20,39.50,208.14,-0.80,6.60
4.83,-0.70,2.66,11.90,217.87,9.20,39.50,208.43,-0.76,6.67
4.87,-0.82,2.88,11.90,216.53,9.20,39.50,207.65,-0.73,6.83
4.65,-1.33,2.86,11.83,219.01,9.00,39.50,208.12,-0.69,7.25
4.53,-1.66,2.66,11.80,183.66,9.00,39.50,205.08,-0.63,6.40
4.57,-1.53,2.44,11.81,173.73,9.30,39.50,205.69,-0.69,5.94
4.76,-1.11,2.39,11.89,141.03,9.40,39.50,205.24,-0.74,4.65
4.85,-0.93,2.67,11.90,184.78,9.20,39.50,208.37,-0.80,5.91
4.90,-0.90,2.70,11.90,195.59,9.20,39.50,207.44,-0.77,6.31
4.96,-0.90,2.64,11.93,193.20,9.30,39.50,207.10,-0.80,6.30
5.03,-0.90,2.73,11.99,196.16,9.40,39.50,208.39,-0.82,6.44
5.09,-0.90,2.70,12.00,192.61,9.20,39.50,207.57,-0.83,6.40
5.15,-0.90,2.65,12.00,194.90,9.20,39.50,208.59,-0.84,6.51
5.28,-0.83,2.65,12.00,195.00,9.20,39.50,209.48,-0.88,6.55
5.45,-0.68,2.66,12.00,193.71,9.40,39.50,209.02,-0.93,6.55
5.63,-0.55,2.74,12.04,197.00,9.30,39.50,208.51,-0.97,6.73
5.81,-0.50,2.79,12.01,193.57,9.30,39.50,209.39,-0.91,6.72
5.92,-0.71,2.98,11.92,193.00,9.20,39.50,209.65,-0.76,7.03
5.82,-1.17,2.79,11.86,197.51,8.70,51.22,246.48,-0.71,6.45
5.52,-1.62,2.75,11.79,191.32,9.10,64.60,287.24,-0.60,5.48
5.28,-1.95,2.57,11.61,195.53,9.00,64.60,286.04,-0.42,5.70
5.14,-2.32,2.56,11.60,191.67,9.00,64.60,285.24,-0.40,5.78
5.15,-2.50,2.39,11.56,189.35,9.10,64.60,281.63,-0.32,5.93
5.38,-2.15,2.12,11.50,156.61,9.20,64.60,279.56,-0.26,4.86
5.50,-1.73,2.31,11.50,134.86,9.30,64.60,281.02,-0.19,4.00
5.48,-1.45,2.41,11.52,157.85,9.30,64.60,280.67,-0.16,4.49
5.46,-1.41,2.48,11.50,187.73,9.00,64.60,282.70,-0.18,5.26
5.46,-1.46,2.57,11.50,189.01,9.00,64.60,282.13,-0.12,5.35
5.43,-1.53,2.52,11.50,192.13,8.90,64.60,282.02,-0.07,5.47
5.38,-1.60,2.46,11.50,190.54,9.00,64.60,280.28,-0.03,5.47
5.33,-1.65,2.53,11.50,188.13,8.90,64.60,285.45,-0.08,5.30
5.28,-1.79,2.53,11.50,188.13,9.00,64.60,285.28,-0.07,5.38
5.26,-1.88,2.51,11.54,191.33,9.10,64.60,283.06,-0.09,5.56
5.25,-2.00,2.46,11.60,190.60,9.10,64.60,283.06,-0.16,5.63
5.21,-2.11,2.50,11.66,188.59,9.20,64.60,287.20,-0.22,5.54
5.10,-2.46,2.54,11.75,187.60,9.20,64.60,286.02,-0.21,5.72
5.14,-2.65,2.33,11.85,192.30,9.30,64.60,288.28,-0.25,5.99
5.44,-2.11,2.00,12.07,146.49,9.90,64.60,289.84,-0.51,4.40
5.69,-1.47,2.20,12.30,135.18,10.10,64.60,295.56,-0.74,3.77
5.80,-1.10,2.48,12.40,167.42,10.20,64.60,302.84,-0.81,4.40
5.81,-1.10,2.50,12.40,195.46,9.80,64.60,297.12,-0.81,5.24
5.83,-1.10,2.58,12.40,194.09,9.80,64.60,300.24,-0.78,5.17
5.90,-1.00,2.48,12.40,197.04,10.00,64.60,299.73,-0.78,5.23
6.05,-0.90,2.56,12.40,193.33,9.90,64.60,297.96,-0.75,5.20
6.27,-0.58,2.47,12.38,197.14,9.90,64.60,297.94,-0.79,5.23
6.62,-0.23,2.55,12.34,192.76,9.80,64.60,298.96,-0.79,5.09
6.90,-0.21,2.62,12.18,197.25,9.90,64.60,297.10,-0.65,5.44
6.52,-0.88,2.99,11.96,194.48,9.10,64.60,292.73,-0.42,5.67
5.83,-1.83,2.86,11.94,198.22,8.90,64.60,292.82,-0.41,5.98
5.54,-2.06,2.34,12.09,148.10,9.50,64.60,290.20,-0.59,4.47
5.66,-1.56,2.14,12.25,140.17,10.00,64.60,293.26,-0.72,3.98
5.80,-1.04,2.32,12.37,155.49,10.20,64.60,298.32,-0.92,4.11
5.82,-1.00,2.61,12.40,198.50,9.90,64.60,299.31,-1.02,5.22
5.83,-0.96,2.47,12.40,192.58,9.80,64.60,298.76,-1.04,5.05
5.84,-0.99,2.61,12.40,197.85,9.80,64.60,300.36,-1.09,5.19
5.85,-1.00,2.50,12.41,195.18,9.80,64.60,300.90,-1.10,5.12
5.84,-1.00,2.55,12.43,191.99,9.80,64.60,299.64,-1.13,5.05
5.85,-1.00,2.50,12.40,198.57,9.80,64.60,302.16,-1.16,5.19
5.92,-0.85,2.48,12.40,193.10,9.90,64.60,301.60,-1.13,4.99
6.07,-0.74,2.61,12.40,197.40,9.80,64.60,299.66,-1.14,5.17
6.31,-0.56,2.53,12.40,193.01,9.80,64.60,296.45,-1.17,5.16
6.62,-0.29,2.61,12.34,195.96,9.70,64.60,298.60,-1.09,5.23
6.47,-0.61,2.93,12.13,197.38,9.50,64.60,296.82,-0.89,5.43
5.76,-1.50,2.88,12.02,193.76,9.00,64.60,293.46,-0.82,5.53
5.38,-1.92,2.48,12.16,174.03,9.40,64.60,294.74,-0.94,4.97
5.49,-1.41,2.16,12.30,140.17,9.90,64.60,293.86,-1.16,3.80
5.64,-0.78,2.37,12.43,149.25,10.10,64.60,297.36,-1.32,3.71
5.64,-0.69,2.51,12.47,193.42,9.90,64.60,302.68,-1.36,4.66
5.61,-0.60,2.63,12.49,197.98,10.00,64.60,302.43,-1.36,4.69
5.58,-0.53,2.52,12.41,194.19,9.80,64.60,300.24,-1.35,4.55
5.56,-0.38,2.57,12.40,197.33,9.70,64.60,301.28,-1.39,4.48
5.53,-0.27,2.75,12.26,194.70,9.90,52.22,258.73,-1.35,5.03
5.54,-0.21,2.79,12.20,196.35,9.40,42.70,222.86,-1.25,5.84
5.50,-0.46,2.97,12.17,194.84,9.40,42.70,223.06,-1.23,5.99
5.27,-0.95,2.91,12.07,196.90,9.10,42.70,221.96,-1.14,6.36
5.06,-1.27,2.65,11.99,185.02,9.30,42.68,220.24,-1.12,6.13
5.01,-1.30,2.64,11.90,139.07,9.30,34.59,189.74,-1.15,5.33
4.99,-1.20,2.60,11.90,140.16,9.20,34.10,189.57,-1.32,5.27
4.96,-1.20,2.67,11.94,139.53,9.20,34.10,188.82,-1.51,5.25
4.95,-1.16,2.63,12.00,139.61,9.20,34.10,190.02,-1.60,5.17
4.98,-0.95,2.57,12.02,140.75,9.50,34.10,190.50,-1.63,5.05
5.12,-0.63,2.57,12.10,140.58,9.50,34.10,190.70,-1.73,4.89
5.32,-0.20,2.61,12.17,140.59,9.60,34.10,192.48,-1.81,4.64
5.45,0.17,2.75,12.25,149.56,9.70,34.10,194.61,-1.84,4.68
5.46,0.15,2.88,12.26,196.87,9.50,34.10,193.76,-1.85,6.21
5.42,0.02,2.95,12.20,193.17,9.20,34.10,193.08,-1.87,6.23
5.28,-0.28,3.00,12.08,198.28,9.30,34.10,190.92,-1.82,6.67
5.14,-0.58,2.80,12.00,185.33,9.00,34.10,191.10,-1.70,6.39
5.10,-0.55,2.72,12.00,140.06,9.30,34.10,189.38,-1.61,4.81
5.14,-0.04,2.42,12.01,139.86,9.40,40.70,210.57,-1.53,3.97
5.32,1.10,2.47,11.93,139.10,9.60,41.02,210.82,-1.31,3.21
5.63,1.77,3.82,10.56,140.12,9.00,8.68,91.69,-1.00,6.80
6.10,1.74,5.88,7.14,140.02,0,0,0.41,-0.90,1.72 
6.17,0.79,4.00,11.27,139.49,4.00,0.32,40.66,-0.87,21.28
5.52,-0.77,3.59,11.57,140.56,7.50,9.72,83.24,-0.94,12.25
5.26,-0.89,2.42,12.14,139.46,9.20,48.95,238.30,-1.39,4.15
5.42,0.40,2.05,12.23,140.64,10.10,88.12,332.27,-1.44,2.45
5.74,1.91,2.56,11.97,140.75,9.80,54.66,239.58,-1.25,2.59
6.13,2.38,4.87,8.91,165.21,9.00,7.70,93.66,-1.06,7.62
6.39,1.75,5.33,8.85,195.98,0.30,0.06,1.24,-0.98,842.57
5.92,0.14,4.08,11.43,179.94,7.50,1.32,61.34,-0.82,19.58
5.20,-1.33,3.15,11.78,139.72,7.70,18.46,117.45,-1.05,8.95
5.05,-1.01,2.19,12.26,139.91,9.70,68.41,300.96,-1.42,3.25
5.23,0.33,2.22,12.09,139.18,10.20,78.43,291.14,-1.31,2.70
5.51,1.38,2.88,11.68,140.17,9.60,29.60,202.94,-1.10,3.29
5.93,1.49,5.59,6.76,140.00,4.40,0,8.55,-0.91,83.74
6.22,0.71,4.29,10.87,139.75,3.40,0.25,30.64,-0.91,28.99
5.66,-0.91,3.65,11.68,140.10,7.60,6.56,77.00,-0.94,13.78
5.31,-1.66,2.69,12.28,140.65,8.60,38.59,200.54,-1.46,5.64
5.40,-1.03,2.06,12.59,140.06,10.30,86.21,336.59,-1.77,3.09
5.48,-0.37,2.37,12.68,156.72,10.50,96.24,333.70,-1.85,3.16
5.40,-0.03,2.45,12.61,193.73,10.20,98.49,337.63,-1.80,3.60
5.26,0.49,2.36,12.42,197.16,10.10,96.57,336.78,-1.60,3.22
5.20,1.10,2.69,12.06,195.96,9.70,65.75,269.88,-1.34,3.43
5.44,1.79,3.89,10.14,153.11,9.20,15.40,143.73,-1.06,4.48
5.96,1.78,5.75,7.49,139.46,0.10,0,0,-0.97,
5.87,0.57,4.05,11.33,139.78,5.20,0.43,47.14,-0.93,18.14
5.08,-1.00,3.45,11.53,139.41,7.50,12.16,89.42,-1.09,10.92
4.80,-1.11,2.36,12.09,139.94,8.90,54.23,253.18,-1.55,3.77
4.87,0.10,2.13,12.06,139.72,10.20,84.45,307.92,-1.65,2.50
5.14,1.41,2.59,11.85,139.31,9.50,43.70,224.08,-1.44,2.67
5.64,1.84,5.39,7.64,139.58,8.70,2.39,49.26,-1.22,12.44
5.95,1.21,4.82,9.85,139.50,1.30,0.63,14.82,-1.17,51.43
5.26,-0.48,3.88,11.50,140.38,7.50,3.08,67.50,-1.06,13.76
4.61,-1.46,2.82,11.96,139.18,8.10,26.58,147.27,-1.41,6.61
4.61,-0.71,2.02,12.30,139.05,10.10,78.68,319.50,-1.68,2.67
4.83,0.72,2.34,12.06,140.33,10.20,65.53,261.65,-1.48,2.54
5.17,1.57,3.95,10.13,139.83,9.40,14.75,141.14,-1.19,4.11
5.60,1.32,5.68,7.60,138.99,0.10,0,0,-1.05,
5.29,-0.10,3.83,11.44,139.92,5.80,0.54,48.52,-0.96,17.92
4.59,-1.47,3.34,11.73,139.85,7.70,12.58,91.66,-1.11,10.65
4.36,-1.22,2.23,12.24,140.03,9.40,57.20,267.31,-1.46,3.37
4.57,0.01,2.14,12.15,139.24,10.40,76.48,286.32,-1.29,2.55
4.90,1.11,2.93,11.58,138.81,9.60,28.45,200.59,-0.93,3.02
5.38,1.32,5.49,6.72,139.45,3.30,0,6.16,-0.74,105.81
5.42,0.34,4.10,10.88,139.52,3.80,0.22,31.94,-0.78,25.58
4.87,-1.11,3.53,11.64,139.47,7.80,6.85,77.64,-1.04,12.38
4.54,-1.44,2.46,12.16,139.73,8.70,40.64,203.92,-1.56,4.72
4.65,-0.42,2.04,12.27,138.99,10.40,83.61,322.02,-1.78,2.52
4.91,0.83,2.49,12.04,139.65,9.80,47.70,230.73,-1.63,2.85
5.23,1.29,4.87,8.23,139.36,9.00,4.26,71.04,-1.73,8.90
5.60,0.96,4.79,9.62,139.70,0.90,0.06,9.84,-1.70,76.05
5.36,-0.32,3.69,11.66,139.53,7.90,1.85,65.71,-1.84,13.89
4.91,-1.31,3.05,12.06,140.30,8.40,22.57,136.46,-2.27,7.38
4.84,-1.09,2.28,12.44,139.90,9.90,67.80,303.16,-2.61,3.16
4.88,-0.44,2.01,12.46,149.41,10.60,92.38,328.36,-2.75,2.79
4.84,0.31,2.41,12.31,195.66,10.20,86.44,320.90,-2.62,3.19
4.92,1.02,2.77,11.92,194.64,9.50,42.58,228.52,-2.34,3.83
5.12,1.07,5.37,7.41,196.74,8.40,1.98,45.98,-2.10,19.98
5.46,0.77,4.53,9.95,168.71,1.40,0.09,16.94,-2.01,53.84
5.26,-0.44,3.68,11.40,141.25,7.80,3.25,67.37,-1.99,13.77
4.78,-1.42,2.98,11.78,168.77,8.00,27.19,146.28,-2.33,8.24
4.83,-0.73,1.99,12.10,138.98,9.80,79.23,314.82,-2.56,2.83
5.11,0.51,2.33,11.87,138.55,9.90,62.06,254.00,-2.36,2.90
5.45,1.22,4.02,9.65,138.58,9.20,12.32,123.00,-2.13,5.50
5.79,0.95,5.20,7.90,138.61,0.20,0,0,-2.04,
5.75,-0.16,3.69,11.53,138.73,8.00,0.43,53.45,-2.04,17.70
5.44,-1.21,3.11,11.80,139.56,8.00,14.48,101.40,-2.23,10.56
5.36,-1.25,2.45,12.30,138.79,9.40,54.07,262.58,-2.57,4.02
5.40,-0.71,2.20,12.45,139.06,10.10,82.75,338.51,-2.66,2.90
5.32,-0.32,2.52,12.47,182.82,10.20,84.17,342.62,-2.69,3.47
5.16,-0.11,2.46,12.35,196.31,9.80,88.95,344.48,-2.58,3.46
5.09,0.66,2.40,11.97,190.53,9.90,77.11,292.66,-2.36,3.33
5.37,1.66,3.00,11.44,138.33,9.30,27.99,196.61,-2.07,3.01
5.88,1.87,5.88,6.74,138.32,2.30,0,6.12,-1.86,104.56
6.07,1.05,4.37,10.69,138.63,3.10,0.16,31.10,-1.72,25.79
5.33,-0.66,3.74,11.33,139.41,7.20,6.47,75.00,-1.76,12.85
4.89,-1.19,2.56,11.90,138.20,8.40,39.60,194.62,-2.29,4.98
4.92,-0.23,2.08,12.06,138.87,9.90,84.78,320.71,-2.40,2.57
5.15,1.12,2.46,11.78,138.82,9.60,56.55,238.08,-2.01,2.71
5.54,1.80,4.58,9.03,138.94,9.00,8.56,100.66,-1.61,5.95
6.09,1.61,5.45,8.54,138.31,0.10,0.02,0,-1.45,
5.74,0.19,3.94,11.32,138.64,7.50,1.00,60.24,-1.34,14.74
5.00,-1.18,3.20,11.63,138.78,7.50,16.73,107.51,-1.57,9.19
4.81,-0.94,2.25,12.16,139.73,9.50,64.24,287.76,-2.06,3.22
4.89,0.32,2.17,12.09,138.05,10.20,81.61,299.18,-2.09,2.43
5.16,1.51,2.78,11.80,139.08,9.50,34.96,212.46,-1.88,2.75
5.67,1.80,5.81,7.18,138.90,7.80,0.15,20.78,-1.72,29.83
5.91,1.05,4.60,10.52,138.51,2.30,0.20,25.18,-1.39,30.84
5.20,-0.54,3.72,11.52,139.45,7.30,5.05,72.54,-1.43,12.73
4.64,-1.31,2.70,12.03,138.34,8.30,33.47,174.49,-1.79,5.44
4.60,-0.43,2.07,12.28,138.88,10.00,82.89,329.18,-2.01,2.45
4.80,1.02,2.41,11.99,138.64,10.00,62.17,259.57,-1.94,2.33
5.22,1.74,4.16,9.78,138.68,9.30,12.79,129.08,-1.74,4.31
5.60,1.29,5.65,7.87,138.86,0,0,0,-1.54,
5.04,-0.30,3.86,11.27,139.29,7.10,0.62,52.24,-1.35,16.41
4.25,-1.60,3.24,11.51,138.74,7.60,13.98,97.40,-1.57,9.61
4.04,-1.23,2.12,11.97,139.06,9.30,60.37,265.62,-1.92,3.18
4.18,-0.23,2.16,11.84,138.60,10.10,73.39,271.43,-1.91,2.60
4.44,0.70,3.02,10.77,139.20,9.30,23.56,174.34,-1.71,3.44
